FORMATO,CADENA,SUBCADENA,CIUDAD,ESTADO,REGION,CLUSTER,STORE_COUNT
SO-EXPRESS,SORIANA,SOR-EXPRESS,Tuxpan,Jalisco,CENTRO,BRONCE,1
SAMS-CEDIS,SAMS,NA,Monterrey,Nuevo Leon,ND,ND,1
WM-BOD AURRERA EXPRESS,WALMART,WM-BAE,Ciudad de Los Mochis,Sinaloa,NORTE,BRONCE,1
CCF-LA COMER,COMERCIAL CITY FRESKO,CF-COMERCIAL MEXICANA,Queretaro,Queretaro,SUR,DIAMANTE,2
OXXO,OXXO,OXXO,Mexico Valle,Distrito Federal,NA,SIN CLUSTER,1
WM-BOD AURRERA EXPRESS,WALMART,WM-BAE,SALAMANCA,Guanajuato,NORTE,BRONCE,1
SO-EXPRESS,SORIANA,SOR-EXPRESS,Jerez,Zacatecas,NORTE,BRONCE,1
CL-FIESTA,CASALEY,NA,Culiacan,Sinaloa,NORTE,BRONCE,1
WM-BODEGA AURRERA,WALMART,WM-BODEGA AURRERA,Nezahualcoyotl,Mexico,CENTRO,ORO,1
SO-HIPERMERCADOS,SORIANA,SOR-HIPER,San Cristobal de las Casas,Chiapas,SUR,PLATA,1
SO-CITY CLUB,SORIANA,,Nuevo Laredo,Tamaulipas,NORTE,,1
SAMS CLUB,SAMS,,Gustavo A. Madero,Distrito Federal,CENTRO,,1
WM-BODEGA AURRERA,WALMART,,Salvador Alvarado,Sinaloa,NORTE,,1
CH-TIENDAS,TIENDAS CHEDRAUI,,NA,Desconocido,CENTRO,,1
WM-MI BODEGA AURRERA,WALMART,,Talpa de Allende,San Luis Potosi,NORTE,,1
HEB,HEB,,Nuevo Laredo,Tamaulipas,NORTE,,1
WM-BOD AURRERA EXPRESS,WALMART,,Soledad De Graciano,San Luis Potosi,NORTE,,1
CH-SUPERCITO,TIENDAS CHEDRAUI,,NA,Puebla,0,,1
SO-HIPERMERCADOS,SORIANA,,Mante,Tamaulipas,NORTE,,1
CM-MEGA,COMERCIAL MEXICANA,,Cozumel,Quintana Roo,NA,,1
WM-MI BODEGA AURRERA,WALMART,,Saucillo,Chihuahua,NORTE,,1
SO-MERCADOS,SORIANA,,Cunduacan,Tabasco,SUR,,1
WM-MI BODEGA AURRERA,WALMART,,San Antonino Castillo Velasco,Oaxaca,SUR,,1
CH-SUPERCHE,TIENDAS CHEDRAUI,,Cosamaloapan de Carpio,Veracruz,SUR,,1
SO-SUPER,SORIANA,,Celaya,Guanajuato,SUR,,1
WM-MI BODEGA AURRERA,WALMART,,Pabellon de Arteaga,Aguascalientes,NORTE,,1
CH-SUPERCHE,TIENDAS CHEDRAUI,,Venustiano Carranza,Distrito Federal,CENTRO,,1
CL-SUPER,CASALEY,,Guaymas,Sonora,NORTE,,1
WM-BOD AURRERA EXPRESS,WALMART,,Garza Garcia,Nuevo Leon,NORTE,,1
SO-HIPERMERCADOS,SORIANA,,Nuevo Vallarta,Nayarit,0,,1
WM-SUPER CENTER,WALMART,,San Martin Texmelucan,Puebla,SUR,,1
SAMS CLUB,SAMS,,Zumpango,Mexico,CENTRO,,1
WM-BOD AURRERA EXPRESS,WALMART,,Tepic,Nayarit,ND,,1
WM-BODEGA AURRERA,WALMART,,Victoria de Durango,Durango,NORTE,,1
WM-BOD AURRERA EXPRESS,WALMART,WM-BAE,Calle 71,Distrito Federal,CENTRO,BRONCE,1
WM-SUPER CENTER,WALMART,WM-SUPERCENTER,Atizapan de Zaragoza,Mexico,CENTRO,DIAMANTE,1
CCF-FRESKO,COMERCIAL CITY FRESKO,CF-FRESKO,Queretaro,Queretaro,SUR,PLATA,1
WM-BOD AURRERA EXPRESS,WALMART,WM-BAE,La Sanisima,Puebla,NORTE,BRONCE,1
WM-BODEGA AURRERA,WALMART,WM-BODEGA AURRERA,Ciudad de Los Mochis,Sinaloa,NORTE,PLATA,1
CITY CLUB,CITY CLUB,NA,Centro,Tabasco,ND,BRONCE,1
WM-SUPERAMA,WALMART,WM-WM EXPRESS,Tlalpan,Distrito Federal,CENTRO,DIAMANTE,1
SO-HIPERMERCADOS,SORIANA,NA,NA,Jalisco,ND,ND,1
SO-HIPERMERCADOS,SORIANA,SOR-MEGA,Playas de Rosarito,Baja California,NORTE,PLATA,1
WM-MI BODEGA AURRERA,WALMART,WM-MI BODEGA,Tepeapulco,Hidalgo,SUR,PLATA,1
CM-MEGA,COMERCIAL MEXICANA,NA,Corregidora,Queretaro,CENTRO,DIAMANTE,1
CM-COMERCIAL MEXICANA,COMERCIAL MEXICANA,NA,Puerto Vallarta,Jalisco,ND,ND,1
WM-BOD AURRERA EXPRESS,WALMART,NA,Nicolas Romero,Mexico,ND,ND,1
FU-FRESH MARKET,FUTURAMA,FUT-AL SUPER,Chihuahua,Chihuahua,NORTE,DIAMANTE,1
WM-MI BODEGA AURRERA,WALMART,,Rio Grande Centro,Oaxaca,SUR,,1
SO-MERCADOS,SORIANA,,Ocotlan,Jalisco,CENTRO,,1
CH-SUPERCHE,TIENDAS CHEDRAUI,,Teapa,Tabasco,SUR,,1
CH-SELECTO,TIENDAS CHEDRAUI,,Zapopan,Jalisco,CENTRO,,1
WM-BOD AURRERA EXPRESS,WALMART,NA,NA,Puebla,NA,NA,1
WM-MI BODEGA AURRERA,WALMART,WM-MI BODEGA,Playa Vicente,Veracruz,SUR,PLATA,1
ZORRO,ZORRO,NA,Iztacalco,Distrito Federal,NA,SIN CLUSTER,1
WM-BODEGA AURRERA,WALMART,NA,Guadalajara,Jalisco,ND,ND,1
SAMS CLUB,SAMS,SAM-SAMS,Naucalpan de Juarez,Mexico,CENTRO,SAMS,1
WM-SUPERAMA,WALMART,,La Magdalena Contreras,Distrito Federal,CENTRO,,1
HEB,HEB,,Monclova,Coahuila,NORTE,,1
WM-MI BODEGA AURRERA,WALMART,,CAMPECHE,Campeche,SUR,,1
SO-MERCADOS,SORIANA,,Cuauhtemoc,Chihuahua,NORTE,,1
SO-EXPRESS,SORIANA,,Cerro Azul,Veracruz,SUR,,1
SAMS CLUB,SAMS,,Poza Rica de Hidalgo,Veracruz,SUR,,1
WM-BOD AURRERA EXPRESS,WALMART,,Teoloyucan Centro F,Mexico,CENTRO,,1
CM-MEGA,COMERCIAL MEXICANA,CF-COMERCIAL MEXICANA,Mazatlan,Sinaloa,NORTE,BRONCE,1
SO-CEDIS,SORIANA,NA,Tultitlan,Mexico,ND,ND,1
SO-MERCADOS,SORIANA,SOR-EXPRESS,Benito Juarez,Quintana Roo,SUR,BRONCE,1
WM-BODEGA AURRERA,WALMART,WM-BODEGA AURRERA,Nuevo Casas Grandes,Chihuahua,NORTE,PLATA,1
SO-HIPERMERCADOS,SORIANA,SOR-HIPER,Santa Catarina,Nuevo Leon,NORTE,PLATA,1
WM-MI BODEGA AURRERA,WALMART,WM-MI BODEGA,Panuco,Veracruz,NORTE,PLATA,1
WM-SUPER CENTER,WALMART,WM-SUPERCENTER,NA,Nuevo Leon,NORTE,PLATA,1
CH-SELECTO,TIENDAS CHEDRAUI,CH-CHEDRAUI,Oaxaca de Juarez,Oaxaca,SUR,DIAMANTE,1
SO-MERCADOS,SORIANA,SOR-MERCADO,Cd Obregon,Sonora,NORTE,BRONCE,1
WM-BODEGA AURRERA,WALMART,WM-BODEGA AURRERA,Garcia,Nuevo Leon,NORTE,DIAMANTE,1
HEB-MI TIENDA,HEB,HEB-MI TIENDA,Gral. Zuazua,Nuevo Leon,NORTE,ORO,1
CL-FIESTA,CASALEY,CL-CASA LEY,Guasave,Sinaloa,NORTE,PLATA,1
SAMS CLUB,SAMS,SAM-SAMS,Salamanca,Guanajuato,SUR,SAMS,1
WM-SUPER CENTER,WALMART,WM-SUPERCENTER,Silao,Guanajuato,NORTE,PLATA,1
SO-MERCADOS,SORIANA,NA,NA,Nuevo Leon,ND,ND,1
WM-MI BODEGA AURRERA,WALMART,WM-MI BODEGA,Mineral del Monte,Hidalgo,SUR,BRONCE,1
WM-BOD AURRERA EXPRESS,WALMART,NA,Jesus Maria,Aguascalientes,NORTE,BRONCE,1
WM-MI BODEGA AURRERA,WALMART,WM-MI BODEGA,Mapastepec,Chiapas,SUR,ORO,1
WM-MI BODEGA AURRERA,WALMART,WM-MI BODEGA,Amozoc,Puebla,SUR,PLATA,1
OXXO,OXXO,OXXO,Tuxtla,Chiapas,NA,SIN CLUSTER,1
SO-HIPERMERCADOS,SORIANA,SOR-HIPER,Chilpancingo de los Bravo,Guerrero,SUR,PLATA,1
WM-MI BODEGA AURRERA,WALMART,NA,NA,Oaxaca,SUR,BRONCE,1
WM-BODEGA AURRERA,WALMART,WM-BODEGA AURRERA,Queretaro,Queretaro,SUR,ORO,1
CH-SUPERCHE,TIENDAS CHEDRAUI,CH-SUPERCHE,Perote,Veracruz,SUR,ORO,1
WM-SUPER CENTER,WALMART,WM-SUPERCENTER,Villa de alvarez,Colima,CENTRO,ORO,1
CH-SUPERCITO,TIENDAS CHEDRAUI,NA,Torrentes,Veracruz,ND,ND,1
WM-MI BODEGA AURRERA,WALMART,WM-MI BODEGA,Ezequiel Montes,Queretaro,SUR,PLATA,1
FU-ALSUPER,FUTURAMA,FUT-AL SUPER,Saltillo,Coahuila,NORTE,PLATA,1
CCF-LA COMER,COMERCIAL CITY FRESKO,CF-COMERCIAL MEXICANA,Atizapan de Zaragoza,Mexico,CENTRO,DIAMANTE,1
WM-BOD AURRERA EXPRESS,WALMART,WM-BAE,NA,Desconocido,CENTRO,BRONCE,1
WM-BOD AURRERA EXPRESS,WALMART,WM-BAE,NA,Baja California,ND,BRONCE,1
FU-ALSUPER,FUTURAMA,FUT-AL SUPER,NA,Chihuahua,NORTE,APERTURA,1
SO-MERCADOS,SORIANA,SOR-MERCADO,San Mateo Atenco,Mexico,CENTRO,BRONCE,1
SAMS CLUB,SAMS,SAM-SAMS,Juarez,Nuevo Leon,NORTE,SAMS,1
WM-MI BODEGA AURRERA,WALMART,WM-MI BODEGA,Tamazunchale Nortet,San Luis Potosi,NORTE,PLATA,1
WM-MI BODEGA AURRERA,WALMART,WM-MI BODEGA,Cacahoatan,Chiapas,SUR,ORO,1
ZORRO,ZORRO,NA,Tlalpan,Distrito Federal,NA,SIN CLUSTER,1
SO-MERCADOS,SORIANA,SOR-MERCADO,Benito Juarez,Quintana Roo,SUR,BRONCE,1
WM-MI BODEGA AURRERA,WALMART,WM-MI BODEGA,Valle De Los Molino,Jalisco,CENTRO,PLATA,1
SAMS CLUB,SAMS,SAM-SAMS,Miguel Hidalgo,Distrito Federal,CENTRO,SAMS,2
SO-HIPERMERCADOS,SORIANA,SOR-MEGA,San Luis Potosi,San Luis Potosi,NORTE,PLATA,2
WM-MI BODEGA AURRERA,WALMART,WM-MI BODEGA,Villa De Reyes,San Luis Potosi,NORTE,PLATA,1
ZORRO,ZORRO,NA,Cuautitlan Izcalli,Mexico,NA,SIN CLUSTER,1
WM-BOD AURRERA EXPRESS,WALMART,WM-BAE,Garcia Villa Azul,Nuevo Leon,NORTE,BRONCE,1
SAMS CLUB,SAMS,SAM-SAMS,La Paz,Baja California Sur,NORTE,SAMS,1
SAMS CLUB,SAMS,SAM-SAMS,Cajeme,Sonora,NORTE,SAMS,1
WM-SUPER CENTER,WALMART,WM-SUPERCENTER,Temixco,Morelos,SUR,DIAMANTE,1
WM-MI BODEGA AURRERA,WALMART,WM-BAE,China,Nuevo Leon,NORTE,PLATA,1
CM-BODEGA,COMERCIAL MEXICANA,NA,Actopan,Hidalgo,ND,ND,1
WM-BOD AURRERA EXPRESS,WALMART,WM-BAE,Privadas Del Arco,Nuevo Leon,NORTE,BRONCE,1
SO-CITY CLUB,SORIANA,NA,NA,Sinaloa,ND,ND,1
SO-CITY CLUB,SORIANA,NA,Zapopan,Jalisco,CENTRO,BRONCE,1
SAMS CLUB,SAMS,,Campeche,Campeche,SUR,,1
WM-BODEGA AURRERA,WALMART,,San Agustin de las Juntas,Oaxaca,SUR,,1
WM-MI BODEGA AURRERA,WALMART,,Pichucalco,Chiapas,SUR,,1
CCF-LA COMER,COMERCIAL CITY FRESKO,,Tlalpan,Distrito Federal,CENTRO,,1
WM-MI BODEGA AURRERA,WALMART,,San Luis Potosi,San Luis Potosi,NORTE,,1
CM-MEGA,COMERCIAL MEXICANA,,Puerto Vallarta,Jalisco,NA,,1
WM-MI BODEGA AURRERA,WALMART,,Elota,Sinaloa,NORTE,,1
CH-SUPERCHE,TIENDAS CHEDRAUI,,Papantla,Veracruz,SUR,,1
CM-COMERCIAL MEXICANA,COMERCIAL MEXICANA,,Zamora,Michoacan,NA,,1
WM-MI BODEGA AURRERA,WALMART,,Tequila,Jalisco,CENTRO,,1
WM-BOD AURRERA EXPRESS,WALMART,,Villas Del Rey,Guanajuato,SUR,,1
CH-SUPERCHE,TIENDAS CHEDRAUI,,Emiliano Zapata,Tabasco,SUR,,1
WM-BODEGA AURRERA,WALMART,,Huajuapan,Oaxaca,SUR,,1
SAMS CLUB,SAMS,,Zapotlan el Grande,Jalisco,CENTRO,,1
CCF-LA COMER,COMERCIAL CITY FRESKO,CF-COMERCIAL MEXICANA,Iztapalapa,Distrito Federal,CENTRO,ORO,1
CH-SUPERCITO,TIENDAS CHEDRAUI,NA,TOLUCA,Mexico,CENTRO,BRONCE,1
SO-MERCADOS,SORIANA,SOR-MERCADO,Tapachula,Chiapas,SUR,PLATA,1
WM-BOD AURRERA EXPRESS,WALMART,NA,NA,Veracruz,SUR,BRONCE,2
CL-EXPRESS,CASALEY,,Cajeme,Sonora,NORTE,,1
CL-SUPER,CASALEY,,La Paz,Baja California Sur,NA,,1
WM-MI BODEGA AURRERA,WALMART,,EL Higo,Veracruz,NORTE,,1
CL-FRESH,CASALEY,,NA,Sinaloa,NORTE,,1
CH-SUPERCHE,TIENDAS CHEDRAUI,,Huimanguillo,Tabasco,SUR,,1
ZORRO,ZORRO,,Morelia,Michoacan,ND,,1
FU-AL SUPER STORE,FUTURAMA,,Ojinaga,Chihuahua,NORTE,,1
WM-BODEGA AURRERA,WALMART,WM-BODEGA AURRERA,Cortazar,Guanajuato,SUR,DIAMANTE,1
CL-EXPRESS,CASALEY,CL-EXPRESS,San Luis Rio Colorado,Sonora,NORTE,BRONCE,2
WM-MI BODEGA AURRERA,WALMART,WM-MI BODEGA,Miahuatlan de Porfirio Diaz,Oaxaca,SUR,ORO,1
WM-MI BODEGA AURRERA,WALMART,WM-MI BODEGA,NA,Chiapas,SUR,BRONCE,1
SO-MERCADOS,SORIANA,SOR-MERCADO,Dolores Hidalgo Cuna de la Independencia Nacional,Guanajuato,NORTE,PLATA,1
CL-FIESTA,CASALEY,CL-CASA LEY,Caborca,Sonora,NORTE,PLATA,1
WM-MI BODEGA AURRERA,WALMART,WM-MI BODEGA,Ario,Michoacan,CENTRO,PLATA,1
SO-EXPRESS,SORIANA,SOR-EXPRESS,Muzquiz,Coahuila,NORTE,BRONCE,1
WM-MI BODEGA AURRERA,WALMART,WM-MI BODEGA,Rio Grande,Zacatecas,NORTE,PLATA,1
SO-MERCADOS,SORIANA,SOR-MERCADO,Tlajomulco De Zuniga,Jalisco,CENTRO,PLATA,1
WM-BODEGA AURRERA,WALMART,WM-BODEGA AURRERA,Tala,Jalisco,CENTRO,PLATA,1
WM-MI BODEGA AURRERA,WALMART,WM-MI BODEGA,Acaxochitlan,Hidalgo,SUR,BRONCE,1
WM-BOD AURRERA EXPRESS,WALMART,NA,NA,Quintana Roo,CENTRO,BRONCE,1
CH-TIENDAS,TIENDAS CHEDRAUI,CH-CHEDRAUI,Tepic,Nayarit,CENTRO,PLATA,1
WM-MI BODEGA AURRERA,WALMART,WM-MI BODEGA,Emiliano Zapata,Tabasco,SUR,PLATA,1
SO-HIPERMERCADOS,SORIANA,SOR-HIPER,Venustiano Carranza,Distrito Federal,CENTRO,PLATA,1
WM-BODEGA AURRERA,WALMART,WM-BODEGA AURRERA,Medellin,Veracruz,SUR,DIAMANTE,1
CH-TIENDAS,TIENDAS CHEDRAUI,CH-CHEDRAUI,Cunduacan,Tabasco,SUR,APERTURA,1
WM-BOD AURRERA EXPRESS,WALMART,WM-BAE,San Carlos,Guanajuato,NORTE,BRONCE,1
SO-HIPERMERCADOS,SORIANA,SOR-HIPER,Gustavo A. Madero,Distrito Federal,CENTRO,ORO,1
COSTCO,COSTCO,COSTCO,Celaya,Guanajuato,SUR,DIAMANTE,1
WM-SUPER CENTER,WALMART,WM-SUPERCENTER,Pachuca de Soto,Hidalgo,SUR,DIAMANTE,1
CL-EXPRESS,CASALEY,NA,Guasave,Sinaloa,ND,BRONCE,1
WM-SUPER CENTER,WALMART,WM-SUPERCENTER,Cuauhtemoc,Distrito Federal,CENTRO,DIAMANTE,2
WM-SUPER CENTER,WALMART,WM-SUPERCENTER,Lerma,Mexico,CENTRO,DIAMANTE,1
WM-BOD AURRERA EXPRESS,WALMART,NA,San Luis Potosi,San Luis Potosi,NORTE,BRONCE,1
WM-BODEGA AURRERA,WALMART,NA,NA,Tamaulipas,ND,BRONCE,1
WM-BOD AURRERA EXPRESS,WALMART,NA,NA,Jalisco,NA,NA,1
WM-BOD AURRERA EXPRESS,WALMART,WM-BAE,Villas Del Mar,Quintana Roo,SUR,BRONCE,1
WM-BOD AURRERA EXPRESS,WALMART,,NA,Puebla,NA,,1
SAMS-CEDIS,SAMS,,Villahermosa,Tabasco,ND,,1
CL-EXPRESS,CASALEY,,NA,Baja California Sur,NORTE,,1
WM-BODEGA AURRERA,WALMART,,Valladolid,Yucatan,SUR,,2
WM-BOD AURRERA EXPRESS,WALMART,,Ciudad Juarez,Chihuahua,NORTE,,1
SAMS CLUB,SAMS,,Tepic,Nayarit,CENTRO,,1
WM-BOD AURRERA EXPRESS,WALMART,,Villa Campo,Jalisco,NORTE,,1
WM-BODEGA AURRERA,WALMART,,Guanajuato,Guanajuato,NORTE,,1
WM-MI BODEGA AURRERA,WALMART,,NA,Tlaxcala,SUR,,1
WM-MI BODEGA AURRERA,WALMART,,Tuxpan,Jalisco,CENTRO,,1
SO-SUPER,SORIANA,,Tlalpan,Distrito Federal,CENTRO,,1
WM-MI BODEGA AURRERA,WALMART,,Gustavo Diaz Ordaz,Tamaulipas,NORTE,,1
WM-BODEGA AURRERA,WALMART,,Carmen,Campeche,SUR,,1
OXXO,OXXO,,Empalme,Sonora,ND,,1
SO-HIPERMERCADOS,SORIANA,,Tulancingo de Bravo,Hidalgo,SUR,,1
WM-MI BODEGA AURRERA,WALMART,,Guerrero,Chihuahua,NORTE,,1
7E-7ELEVEN,7ELEVEN,,NA,Yucatan,ND,,1
WM-BOD AURRERA EXPRESS,WALMART,,Saltillo,Coahuila,CENTRO,,1
SAMS-CEDIS,SAMS,,NA,Mexico,0,,1
WM-BODEGA AURRERA,WALMART,,Cosoleacaque,Veracruz,SUR,,1
WM-BOD AURRERA EXPRESS,WALMART,,Ventura,Tamaulipas,NORTE,,1
WM-SUPER CENTER,WALMART,,Navojoa,Sonora,NORTE,,1
WM-MI BODEGA AURRERA,WALMART,WM-MI BODEGA,Salinas Victoria,Nuevo Leon,NORTE,PLATA,1
WM-MI BODEGA AURRERA,WALMART,WM-MI BODEGA,Juchipila,Zacatecas,NORTE,PLATA,1
WM-BODEGA AURRERA,WALMART,WM-BODEGA AURRERA,San Luis Rio Colorado,Sonora,NORTE,ORO,1
SAMS CLUB,SAMS,SAM-SAMS,Cuernavaca,Morelos,SUR,SAMS,1
SO-SUPER,SORIANA,SOR-SUPER,Benito Juarez,Quintana Roo,SUR,PLATA,1
CCF-FRESKO,COMERCIAL CITY FRESKO,CF-FRESKO,San Luis Potosi,San Luis Potosi,NORTE,ORO,1
WM-SUPER CENTER,WALMART,,NA,NA,0,,1
WM-MI BODEGA AURRERA,WALMART,,Fortin,Veracruz,SUR,,1
WM-SUPER CENTER,WALMART,,Tehuacan,Puebla,SUR,,1
WM-MI BODEGA AURRERA,WALMART,,Jocotepec,Jalisco,CENTRO,,1
WM-MI BODEGA AURRERA,WALMART,,Soledad de Doblado,Veracruz,SUR,,1
COSTCO,COSTCO,,Ensenada,Baja California,NORTE,,1
ZORRO,ZORRO,,Chalco,Mexico,NA,,2
WM-SUPER CENTER,WALMART,,Zinacantepec,Mexico,CENTRO,,1
SO-EXPRESS,SORIANA,,Zapotiltic,Jalisco,CENTRO,,1
WM-BOD AURRERA EXPRESS,WALMART,,Atlixco,Puebla,SUR,,1
WM-MI BODEGA AURRERA,WALMART,,NA,Baja California,NORTE,,1
SO-MERCADOS,SORIANA,,San Juan de Sabinas,Coahuila,NORTE,,1
CH-TIENDAS,TIENDAS CHEDRAUI,,Altamira,Tamaulipas,NORTE,,1
WM-BOD AURRERA EXPRESS,WALMART,,Belcanto,Jalisco,CENTRO,,1
CH-CEDIS,TIENDAS CHEDRAUI,,NA,Quintana Roo,0,,1
WM-MI BODEGA AURRERA,WALMART,,Teotitlan De Flores,Oaxaca,SUR,,1
CH-TIENDAS,TIENDAS CHEDRAUI,,Morelia,Michoacan,CENTRO,,2
WM-MI BODEGA AURRERA,WALMART,,NA,Tamaulipas,NA,,1
ZORRO,ZORRO,,Huehuetoca,Mexico,NA,,1
WM-SUPER CENTER,WALMART,,Celaya,Guanajuato,SUR,,2
WM-BODEGA AURRERA,WALMART,,Soledad,San Luis Potosi,NORTE,,1
CL-SUPER,CASALEY,,Ahome,Sinaloa,NORTE,,1
ZORRO,ZORRO,,NA,Michoacan,NA,,1
WM-MI BODEGA AURRERA,WALMART,,Huitzuco de los Figueroa,Guerrero,SUR,,1
SO-HIPERMERCADOS,SORIANA,,Piedras Negras,Coahuila,NORTE,,1
WM-MI BODEGA AURRERA,WALMART,,Loreto,Zacatecas,NORTE,,1
WM-BOD AURRERA EXPRESS,WALMART,,Fraccionamiento Azt,Tamaulipas,NORTE,,1
ZORRO,ZORRO,NA,Ixtapaluca,Mexico,NA,BRONCE,1
WM-MI BODEGA AURRERA,WALMART,WM-MI BODEGA,Rio Grande Centro,Oaxaca,SUR,ORO,1
ZORRO,ZORRO,NA,Iztacalco,Distrito Federal,NA,BRONCE,1
SAMS CLUB,SAMS,SAM-SAMS,Iguala de la Independencia,Guerrero,SUR,SAMS,1
SO-SUPER,SORIANA,NA,NA,Nayarit,ND,ND,1
WM-BODEGA AURRERA,WALMART,NA,Naucalpan de Juarez,Mexico,ND,ND,1
FU-MAYOREOS,FUTURAMA,FUT-AL SUPER,Chihuahua,Chihuahua,NORTE,ORO,1
WM-BODEGA AURRERA,WALMART,WM-BODEGA AURRERA,Tepatitlan de Morelos,Jalisco,CENTRO,ORO,1
WM-MI BODEGA AURRERA,WALMART,WM-MI BODEGA,Allende,Nuevo Leon,NORTE,PLATA,1
SO-SUPER,SORIANA,SOR-SUPER,Mexicali,Baja California,CENTRO,BRONCE,1
CM-BODEGA,COMERCIAL MEXICANA,NA,Jojutla,Morelos,ND,ND,1
SO-MERCADOS,SORIANA,SOR-MERCADO,Uriangato,Guanajuato,CENTRO,PLATA,1
SO-MERCADOS,SORIANA,,Huehuetoca,Mexico,CENTRO,,1
WM-BOD AURRERA EXPRESS,WALMART,,Jesus Maria,Aguascalientes,NORTE,,1
CH-TIENDAS,TIENDAS CHEDRAUI,CH-CHEDRAUI,Leon,Guanajuato,NORTE,PLATA,1
COSTCO,COSTCO,COSTCO,Gustavo A. Madero,Distrito Federal,CENTRO,DIAMANTE,1
SAMS CLUB,SAMS,SAM-SAMS,Cuautla,Morelos,SUR,SAMS,1
OXXO,OXXO,NA,NA,Desconocido,ND,ND,1
SO-EXPRESS,SORIANA,SOR-EXPRESS,Naranjos Amatlan,Veracruz,SUR,BRONCE,1
WM-BODEGA AURRERA,WALMART,WM-BODEGA AURRERA,Paseo Del Rey,Mexico,CENTRO,PLATA,1
CH-SUPERCHE,TIENDAS CHEDRAUI,CH-SUPERCHE,Ciudad de Cancun,Quintana Roo,SUR,ORO,1
WM-MI BODEGA AURRERA,WALMART,NA,Jaltipan,Veracruz,ND,ND,1
CM-COMERCIAL MEXICANA,COMERCIAL MEXICANA,NA,Ensenada,Baja California,ND,ND,1
WM-MI BODEGA AURRERA,WALMART,,Cosala,Sinaloa,NORTE,,1
SAMS-CEDIS,SAMS,,Aguascalientes,Aguascalientes,ND,,1
WM-MI BODEGA AURRERA,WALMART,,Hunucma,Yucatan,SUR,,1
WM-BODEGA AURRERA,WALMART,,San Andres Tuxtla,Veracruz,SUR,,1
WM-MI BODEGA AURRERA,WALMART,,Teolocholco,Tlaxcala,SUR,,1
WM-BOD AURRERA EXPRESS,WALMART,WM-BAE,Tamaulipas,Tamaulipas,NORTE,BRONCE,1
SO-MERCADOS,SORIANA,SOR-MERCADO,Cd Benito Juarez,Nuevo Leon,NORTE,BRONCE,1
WM-BODEGA AURRERA,WALMART,WM-BODEGA AURRERA,Comitan de Dominguez,Chiapas,SUR,DIAMANTE,1
COSTCO,COSTCO,COSTCO,Atizapan de Zaragoza,Mexico,CENTRO,DIAMANTE,1
SO-HIPERMERCADOS,SORIANA,SOR-HIPER,Huamantla,Tabasco,SUR,PLATA,1
JUSTO-ECOMMERCE,JUSTO,NA,NA,Desconocido,NA,BRONCE,1
SO-EXPRESS,SORIANA,SOR-EXPRESS,Ixtlan del Rio,Nayarit,CENTRO,BRONCE,1
WM-BODEGA AURRERA,WALMART,NA,Tlalpan,Distrito Federal,ND,ND,1
SO-EXPRESS,SORIANA,SOR-EXPRESS,Centla,Tabasco,SUR,PLATA,1
ZORRO,ZORRO,NA,Irapuato,Guanajuato,NA,SIN CLUSTER,1
SO-MERCADOS,SORIANA,SOR-MERCADO,Huehuetoca,Mexico,CENTRO,PLATA,1
SAMS CLUB,SAMS,SAM-SAMS,Cuauhtemoc,Chihuahua,NORTE,SAMS,1
SAMS CLUB,SAMS,SAM-SAMS,Los Cabos,Baja California Sur,NORTE,BRONCE,1
WM-MI BODEGA AURRERA,WALMART,WM-MI BODEGA,El Fuerte,Sinaloa,NORTE,BRONCE,1
CH-TIENDAS,TIENDAS CHEDRAUI,CH-CHEDRAUI,Altamira,Tamaulipas,NORTE,PLATA,1
WM-MI BODEGA AURRERA,WALMART,WM-MI BODEGA,San Cristobal de las Casas,Chiapas,SUR,ORO,1
CCF-SUMESA,COMERCIAL CITY FRESKO,CF-SUMESA,Coyoacan,Distrito Federal,CENTRO,PLATA,1
COSTCO,COSTCO,COSTCO,Leon,Guanajuato,NORTE,BRONCE,1
SO-EXPRESS,SORIANA,NA,Tijuana,Baja California,ND,ND,1
WM-BODEGA AURRERA,WALMART,WM-BODEGA AURRERA,NA,Veracruz,SUR,BRONCE,1
WM-SUPER CENTER,WALMART,WM-SUPERCENTER,Fuentes Piedras Neg,Coahuila,NORTE,PLATA,1
WM-MI BODEGA AURRERA,WALMART,WM-MI BODEGA,Francisco I. Madero,Coahuila,NORTE,PLATA,1
WM-BODEGA AURRERA,WALMART,NA,Romita,Guanajuato,NORTE,BRONCE,1
SO-HIPERMERCADOS,SORIANA,SOR-HIPER,Manzanillo,Colima,CENTRO,PLATA,1
WM-BODEGA AURRERA,WALMART,WM-BODEGA AURRERA,NA,Chiapas,SUR,DIAMANTE,1
CL-EXPRESS,CASALEY,CL-EXPRESS,Comondu,Baja California Sur,NORTE,BRONCE,1
SO-EXPRESS,SORIANA,SOR-EXPRESS,Caborca,Sonora,NORTE,BRONCE,1
WM-BODEGA AURRERA,WALMART,WM-BODEGA AURRERA,Ciudad Valles,San Luis Potosi,NORTE,ORO,1
WM-MI BODEGA AURRERA,WALMART,WM-MI BODEGA,Poanas,Durango,NORTE,PLATA,1
SO-CEDIS,SORIANA,NA,Tultitlan,Mexico,NA,BRONCE,1
CITY CLUB,CITY CLUB,NA,Zapopan,Jalisco,ND,BRONCE,1
